fact_key,time_key,location_key,disaster_key,deaths,injured,displaced,houses_damaged,economic_loss_bdt
554,20240830,16,8,4,23,3024,906,12891088.28
555,20240831,16,8,3,12,502,263,7584263.45
556,20240901,16,8,1,18,595,2673,14189803.43
557,20240902,16,8,4,16,5574,760,12480390.98
558,20240903,16,8,3,11,4350,306,8989554.39
559,20240904,16,8,3,14,5370,133,4256908.34
560,20240905,16,8,2,12,1183,227,3681413.06
561,20240906,16,8,1,10,988,556,13562284.04
562,20240907,16,8,1,5,2509,68,3191807.92
563,20240908,16,8,1,7,1849,225,3635266.69
564,20240909,16,8,2,4,915,206,1614887.3
565,20240910,16,8,1,6,2164,489,6302277.83
566,20240821,8,8,8,34,6250,1026,14833986.25
567,20240822,8,8,10,24,11826,300,9981749.0
568,20240823,8,8,9,29,15919,2255,23597866.32
569,20240824,8,8,4,30,5599,1463,62991462.26
570,20240825,8,8,6,18,3631,490,46431874.25
571,20240826,8,8,8,33,2524,606,45934004.91
572,20240827,8,8,4,18,5291,521,33932350.54
573,20240828,8,8,9,16,1984,1892,30532530.91
574,20240829,8,8,3,31,5192,2077,12347208.94
575,20240830,8,8,5,12,6471,1732,17717827.96
576,20240831,8,8,4,17,3827,485,13018107.96
577,20240901,8,8,3,14,478,656,27567467.76
578,20240902,8,8,4,10,1641,1728,13099776.46
579,20240903,8,8,4,14,5328,387,15583730.51
580,20240904,8,8,1,18,3876,1359,4508247.82
581,20240905,8,8,1,8,1085,262,1909046.74
582,20240906,8,8,2,5,5164,558,9147124.37
583,20240907,8,8,2,6,647,157,9601881.45
584,20240908,8,8,0,7,1345,119,3036481.9
585,20240909,8,8,1,1,1236,376,1369313.67
586,20240910,8,8,3,11,2240,265,5407999.29
